ml_event_label,count,mean,std,min,25%,50%,75%,max
dump_event,101508.0,2.7265905185794725,3.7394778449562778,0.0001210057097387438,0.024827794045983575,0.4751255310833739,4.477828905350281,18.5869441299085
load_event,296950.0,0.49373292405036007,1.0698807768186036,3.0910831911463817e-05,0.01169662129315224,0.02019205416563328,0.05167762101857859,10.82732640353422
